politician_id,job_title,job_title_extra,organization,income_level,income,interval,created,category,topics
142259,Mitglied des Aufsichtsrates,Einkommen im Jahr 2025,Sozialnetzwerk Arche e.V.,4,16387.0,,1773389304,29230,"Gesellschaftspolitik, soziale Gruppen"
145984,"Vizepräsident, ehrenamtlich (ab 27.02.2026)",,Südosteuropa-Gesellschaft e.V.,,,,1773313457,29230,Außenpolitik und internationale Beziehungen|Europapolitik und Europäische Union
146867,Mitglied der Evaluierungskommission für die Vorbereitung einer Entscheidung über den deutschen Bewerber um Olympische und Paralympische Spiele (ab 02.02.2026),,Deutscher Olympischer Sportbund e.V.,,,,1773313120,29230,"Sport, Freizeit und Tourismus|Sport"
175512,Mitglied des Verwaltungsrates,Einkommen im Jahr 2025,Kreditanstalt für Wiederaufbau (KfW),1,2898.0,,1773312278,29229,"Finanzen|Öffentliche Finanzen, Steuern und Abgaben|Wirtschaft"
79353,Mitglied des Kuratoriums (ab 18.11.2025),,Stiftung Lesen,,,,1773149583,29230,Bildung und Erziehung|Kultur
133683,Rechtsanwältin,Mandate 21. Wahlperiode,Rechtsanwältin - freiberuflich,,,,1773149191,29647,Recht
146806,Beratender Regionalleiter West,Einkommen ab 01.02.2026,VDE Verband der Elektrotechnik Elektronik Informationstechnik e.V.,1,3009.4,1,1773149091,29647,"Wirtschaft|Medien, Kommunikation und Informationstechnik"
175836,Mitglied des Aufsichtsrates (ab 01.01.2026),,Rhein-Maas Klinikum GmbH,1,2400.0,2,1773148743,29228,Gesundheit
175464,Stellv. Mitglied des Werksausschusses (ab 25.02.2026),,Sportstättenbetrieb der Stadt Cottbus,,,,1773049329,29228,"Sport, Freizeit und Tourismus"
78916,"Vorsitzende, ehrenamtlich (ab 17.11.2025)",,Förderverein für die psychosoziale Krebsberatung im Caritasverband Rhein-Sieg e.V.,,,,1773047929,29230,"Gesundheit|Gesellschaftspolitik, soziale Gruppen"
175416,Mitglied der Regionalvertretung,,Planungsgemeinschaft Rheinhessen-Nahe,,,,1772784842,29229,"Raumordnung, Bau- und Wohnungswesen|Staat und Verwaltung"
145888,Mitglied des Aufsichtsrates (ab 01.03.2026),,Deutsche Bahn AG,,,,1772621720,29228,Verkehr
175610,"Mitglied des Präsidiums, ehrenamtlich (ab 23.09.2025)",,Förderkreis Deutsches Heer e.V. (FKH),,,,1772620699,29230,Verteidigung
79108,"Stellv. Mitglied des Verwaltungsrates, ehrenamtlich (ab 11.02.2026)",,Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin),,,,1772617906,29229,"Öffentliche Finanzen, Steuern und Abgaben|Staat und Verwaltung"
79108,Mitglied des Aufsichtsrates (ab 17.11.2025),,DB InfraGO AG (vormals DB Netz AG),,642.0,1,1772617616,29228,Verkehr|digitale Infrastruktur
79214,Mitglied des Verwaltungsrates (bis 15.05.2025),Einkommen im Jahr 2026,KfW Bankengruppe,1,1917.0,,1772616736,29229,Finanzen
79214,Mitglied des Beirates (ab 10.12.2025),,Deutsche Flugsicherung GmbH,,,,1772616577,29228,Verkehr
79214,Vorsitzender des Beirates (ab 19.02.2026),,Deutsche Flugsicherung GmbH,,,,1772616511,29228,Verkehr
118790,Mitglied des Stiftungsrates (ab 10.09.2025),,Deutsche Härtefallstiftung,,,,1772446126,29230,Soziale Sicherung
118790,Mitglied des Stadtrates,Einkommen im Jahr 2025,Stadt Leipzig,,919.5,,1772446055,29229,Staat und Verwaltung
79090,"Mitglied des Kuratoriums, von Amts wegen (ab 25.07.2025)",,Deutsche Stiftung für internationale rechtliche Zusammenarbeit e.V. (IRZ),,,,1772444264,29230,Außenpolitik und internationale Beziehungen|Außenwirtschaft|Recht
79327,"Mitglied des Kuratoriums, ehrenamtlich (ab 01.07.2025)",,Helmut und Loki Schmidt-Stiftung,,,,1772183127,29230,Kultur
79327,Mitglied des Beirates (ab 15.09.2025),,"1014 Inc., New York",,,,1772182889,29228,Kultur
146043,Professorin,Einkommen im Jahr 2025,Hochschule Kempten,1,1536.89,,1771941445,29647,Bildung und Erziehung
146043,Professorin,Einkommen ab 01.12.2025,Hochschule Kempten,1,1983.17,1,1771941366,29647,Bildung und Erziehung
79334,Vortragstätigkeiten - Gespräch mit Axel Hacke,Einkommen im Jahr 2025,Tränenpalast Management GmbH,1,2000.0,,1771848304,29647,Kultur
79334,Vortragstätigkeiten - Gespräch mit Marc-Uwe Kling,Einkommen im Jahr 2025,Tränenpalast Management GmbH,1,2000.0,,1771848269,29647,Kultur
79334,Vortragstätigkeiten - Gespräch zum Thema „Blick auf die deutsche Wirtschaft und der globale Vergleich“,Einkommen im Jahr 2025,Synsero Expert GmbH,2,7000.0,,1771848020,29647,Wirtschaft
79334,Vortragstätigkeiten - Buchvorstellung mit Gespräch mit Hans-Dieter Schütt in Dresden,Einkommen im Jahr 2025,kulturbotschafter EVENTS GbR,2,4077.57,,1771847823,29647,Kultur
79334,Vortragstätigkeiten - Buchvorstellung mit Gespräch mit Hans-Dieter Schütt in Ludwigsfelde,Einkommen im Jahr 2025,kulturbotschafter EVENTS GbR,1,2458.32,,1771847758,29647,Kultur
79334,Vortragstätigkeiten - Gespräch mit Hans-Dieter Schütt auf Hiddensee,Einkommen im Jahr 2025,Hiddenseer Hafen- und Kurbetrieb,1,1664.0,,1771847608,29647,Kultur
79334,Vortragstätigkeit - Vortrag mit Diskussion bei der Veranstaltung „Investmentstrategie 2026 - Europa Quo Vadis?“ des Bankhaus Metzler in Frankfurt am Main,Einkommen im Jahr 2025,Celebrity Speakers Limited,3,8000.0,,1771847463,29647,Medien
79334,Vortragstätigkeiten - Moderation mit Margot Käßmann in Tübingen,Einkommen im Jahr 2025,ART 28 GmbH & Co. KG,1,2000.0,,1771847230,29647,Kultur
79234,"Mitglied des Rundfunkrates, von Amts wegen",Einkommen ab 01.01.2026,Deutsche Welle,,546.73,1,1771846551,29229,"Medien, Kommunikation und Informationstechnik|Medien"
138463,Mitglied des Verwaltungsrates,Einkommen im Jahr 2025,Kreissparkasse Saarpfalz,,990.0,,1771846301,29229,"Öffentliche Finanzen, Steuern und Abgaben|Finanzen|Wirtschaft"
138463,Mitglied des Verwaltungsrates,,Kreissparkasse Saarpfalz,,250.0,1,1771846236,29229,"Öffentliche Finanzen, Steuern und Abgaben|Finanzen|Wirtschaft"
145984,"Vorsitzender des Unterausschusses Internationale Ordnung, Vereinte Nationen und internationale Organisationen, von Amts wegen (ab 04.12.2025)",,Deutsche UNESCO-Kommission e.V.,,,,1771845619,29230,Kultur
145984,"Mitglied des Aufsichtsrates, ehrenamtlich (ab 15.10.2025)",,Zentrum für Internationale Friedenseinsätze gemeinnützige GmbH (ZIF),,,,1771845580,29228,Verteidigung|Außenpolitik und internationale Beziehungen
146793,"Mitglied des Rates der Agora Agrar, ehrenamtlich (ab 01.03.2026)",,Agora Think Tanks gemeinnützige GmbH,,,,1771845032,29228,"Wissenschaft, Forschung und Technologie"
175596,Mitglied des Risiko- und Kreditausschusses,Einkommen im Jahr 2026,Kreditanstalt für Wiederaufbau (KfW),2,6341.0,,1771844895,29229,"Öffentliche Finanzen, Steuern und Abgaben|Wirtschaft|Finanzen"
175596,Mitglied des Prüfungsauschusses,,Kreditanstalt für Wiederaufbau (KfW),,,,1771844779,29229,"Öffentliche Finanzen, Steuern und Abgaben|Wirtschaft|Finanzen"
78812,Mitglied des Stadtrates,Einkommen im Jahr 2026,Stadt Bayreuth,,270.0,,1771843662,29229,Staat und Verwaltung
78913,"Mitglied des Stiftungsrates, ehrenamtlich (ab 04.02.2026)",,Sozialwerk St. Georg Unternehmerverband Westfalen-Süd gemeinnützige GmbH,,,,1771843191,29228,"Gesellschaftspolitik, soziale Gruppen|Soziale Sicherung"
79097,"Mitglied des Kuratoriums, ehrenamtlich (ab 13.02.2026)",,Stiftung Bürger für Bürger,,,,1771842922,29230,"Gesellschaftspolitik, soziale Gruppen"
78981,Beteiligung,,Vechtetal Milch Verwaltungs GmbH,,,,1771841780,29231,Wirtschaft
78981,Beteiligung,,Vechtetal Milch GmbH,,,,1771841675,29231,Umwelt|Landwirtschaft und Ernährung
78981,Beteiligung,,Vechtetal Immobilien GmbH & Co. KG,,,,1771841571,29231,"Raumordnung, Bau- und Wohnungswesen"
140944,Mitglied des Aufsichtsrates (ab 01.03.2026),,Deutsche Bahn AG,,,,1771317113,29228,Verkehr
165158,Mitglied des Stadtrates,Einkommen im Jahr 2025,Stadt Lindau,,590.09,,1771316537,29229,Staat und Verwaltung
78825,"Rechtsanwalt - Mandant 176, Privatkundenbereich",Einkommen im Jahr 2026,Rechtsanwalt - freiberuflich,1,1139.82,,1771316331,29647,Recht
145860,Stellv. Mitglied des Kuratoriums (ab 26.01.2026),,Bundeskanzler-Helmut-Schmidt-Stiftung,,,,1771239811,29229,"Politisches Leben, Parteien|Kultur|Bildung und Erziehung"
145860,Mitglied des Präsidiums (ab 16.10.2025),,Filmförderungsanstalt (FFA),,,,1771239547,29229,Kultur
145862,Mitglied im Kreis der Herausgeber der „Zeitschrift für Gesetzgebung“ (ab 01.07.2025),,C.F. Müller GmbH,,,,1771238795,29228,Recht
79468,Mitglied des Stiftungsrates (ab 01.02.2026),,Franz-Beckenbauer-Stiftung,,,,1771237303,29230,"Sport|Gesellschaftspolitik, soziale Gruppen"
146018,Mitglied des Beirates für sparkassenpolitische Grundsatzfragen (ab 18.11.2025),,Sparkassenverband Bayern,1,2500.0,2,1770978376,29229,"Öffentliche Finanzen, Steuern und Abgaben"
79336,Stellv. Vorsitzender des Kuratoriums (ab 13.10.2025),,KENFO – Fonds zur Finanzierung der kerntechnischen Entsorgung,,,,1770978140,29229,"Wissenschaft, Forschung und Technologie"
79336,Mitglied des Aufsichtsrates (ab 25.07.2025) ,Einkommen ab 2026,Volksbank Kraichgau eG,3,9000.0,2,1770978084,29228,Finanzen
79336,Vertrauensmann bei der Wüstenrot Bausparkasse AG,Einkommen im Jahr 2026,Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin),3,8046.59,,1770977915,29228,"Öffentliche Finanzen, Steuern und Abgaben|Staat und Verwaltung"
125186,Mitglied des Verwaltungsrates,Einkommen ab 01.01.2026,Sparkasse Kulmbach-Kronach,,730.6,1,1770977642,29229,Finanzen|Wirtschaft
125186,Mitglied des Aufsichtsrates (ab 01.01.2026),,Toll Collect GmbH,2,4000.0,2,1770977423,29228,Verkehr
30936,"Vorsitzender des Vorstandes, ehrenamtlich (ab 14.08.2025)",,Deutscher Bibliotheksverband e.V. (dbv),,,,1770976503,29230,Bildung und Erziehung|Kultur
30936,Beisitzer des Vorstandes (bis 02.06.2025),,Deutsch-Koreanisches Forum e.V.,,,,1770976417,29230,Außenpolitik und internationale Beziehungen
30936,Mitglied des Aufsichtsrates,Einkommen im Jahr 2025,Lausitz Energie Bergbau AG,1,1190.0,,1770976215,29228,Energie
30936,Mitglied des Aufsichtsrates,,Lausitz Energie Bergbau AG,3,11900.0,2,1770976123,29228,Energie
175543,"Vizepräsidentin, ehrenamtlich",,Europa-Union Deutschland e.V.,,,,1770909219,29230,Europapolitik und Europäische Union
175543,"Vorsitzende der Studiengruppe Europapolitik, ehrenamtlich (ab 13.11.2025)",,Deutsche Gesellschaft für Auswärtige Politik e.V.,,,,1770909155,29230,Außenpolitik und internationale Beziehungen
175543,"Mitglied des Beirates, ehrenamtlich (ab 05.05.2025)",,Albert-Ludwigs-Universität Freiburg,,,,1770908983,29229,Bildung und Erziehung
79227,Mitglied des Vorstandes (ab 19.12.2025),,Konrad-Adenauer-Stiftung e.V. (KAS),,,,1770908868,29230,"Politisches Leben, Parteien"
108738,Mitglied der Regionalversammlung,Einkommen im Jahr 2025,Verband Region Stuttgart,1,3200.0,,1770804947,29229,Staat und Verwaltung|Wirtschaft
108738,Stellv. Mitglied des Kuratoriums (ab 25.09.2025),,Stiftung Fonds zur Finanzierung der kerntechnischen Entsorgung (KENFO),,,,1770804589,29229,"Wissenschaft, Forschung und Technologie|Energie|Öffentliche Finanzen, Steuern und Abgaben"
108783,Mitglied des Aufsichtsrates (ab 01.01.2026),,Toll Collect GmbH,2,4000.0,2,1770803964,29228,Verkehr
145903,Mitglied des Kuratoriums,,Stiftung Verbundenheit mit den Deutschen im Ausland,,,,1770803486,29230,"Gesellschaftspolitik, soziale Gruppen"
145903,Mitglied des Stiftungsrates (ab 18.09.2025),,Deutsche Härtefallstiftung,,,,1770803414,29230,Soziale Sicherung
66285,Mitglied des Beirates,,Versicherungsombudsmann e.V.,,,,1770802891,29230,"Öffentliche Finanzen, Steuern und Abgaben|Wirtschaft|Recht"
66285,Mitglied des Verwaltungsrates,,Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin),,,,1770802855,29229,"Öffentliche Finanzen, Steuern und Abgaben|Staat und Verwaltung"
66285,Mitglied des Haushaltskontroll- und Prüfungsausschusses,,Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin),,,,1770802742,29229,"Öffentliche Finanzen, Steuern und Abgaben|Staat und Verwaltung"
66285,"Beratendes Mitglied des Aufsichtsrates, ehrenamtlich (ab 07.04.2025)",,Tauroggen Holding GmbH,,,,1770802666,29228,Finanzen
79476,Einsatz eines Stipendiaten der Stiftung,Einkommen im Jahr 2025,Wilhelm und Else Heraeus-Stiftung,3,13500.0,,1770802301,29232,"Bildung und Erziehung|Wissenschaft, Forschung und Technologie"
79476,Mitglied des Parlamentarischen Beirates (ab 08.10.2025),,Deutsches Netzwerk gegen vernachlässigte Tropenkrankheiten e.V. (DNTDs),,,,1770801865,29230,Gesundheit
79476,Vorsitzender des Parlamentskreises gegen Antimikrobielle Resistenzen (PKAMR) (ab 24.09.2025),,Deutsches Netzwerk gegen Antimikrobielle Resistenzen (DNAMR),,,,1770801784,29230,"Wissenschaft, Forschung und Technologie"
79476,Mitglied des Beirates,,Deutsche Stiftung Weltbevölkerung (DSW),,,,1770801220,29230,Außenpolitik und internationale Beziehungen|Migration und Aufenthaltsrecht|Entwicklungspolitik
79476,Mitglied des Senats (ab 23.09.2025),,Deutsche Industrieforschungsgemeinschaft Konrad Zuse e.V.,,,,1770801118,29230,"Wissenschaft, Forschung und Technologie|Wirtschaft"
79476,Mitglied des Beirates (ab 15.12.2025),,AIF Allianz für Industrie und Forschung e.V.,,,,1770800814,29230,"Wissenschaft, Forschung und Technologie"
79476,Mitglied des Aufsichtsrates,Einkommen im Jahr 2025,Evangelisches Krankenhaus Oldenburg,1,1500.0,,1770800681,29229,Gesundheit
146806,Mitglied des Stadtrates,Einkommen im Jahr 2025,Stadt Grevenbroich,,207.0,,1770634236,29229,Staat und Verwaltung
146806,Mitglied des Stadtrates,Einkommen ab 01.01.2026,Stadt Grevenbroich,1,1920.1,1,1770634177,29229,Staat und Verwaltung
146806,Mitglied des Stadtrates,Einkommen bis 31.12.2025,Stadt Grevenbroich,1,1773.9,1,1770634068,29229,Staat und Verwaltung
146806,Beratender Regionalleiter West,Einkommen im Jahr 2025,VDE Verband der Elektrotechnik Elektronik Informationstechnik e.V.,2,5127.85,,1770633534,29647,"Wirtschaft|Medien, Kommunikation und Informationstechnik"
146806,Beratender Regionalleiter West,Einkommen ab 01.05.2025 bis 31.01.2026,VDE Verband der Elektrotechnik Elektronik Informationstechnik e.V.,1,2955.67,1,1770633351,29647,"Wirtschaft|Medien, Kommunikation und Informationstechnik"
146806,"Regionalleiter, Rückkehrrecht (Tätigkeit vor der Mitgliedschaft im Deutschen Bundestag)",,VDE Verband der Elektrotechnik Elektronik Informationstechnik e.V.,,,,1770633100,29234,"Wirtschaft|Medien, Kommunikation und Informationstechnik"
140944,Mitglied des Beirates (ab Dezember 2025),,Deutsche Flugsicherung GmbH,,,,1770371533,29228,Verkehr
78914,Mitglied des ESPI Advisory Council (ab 26.01.2026),,European Space Policy Institute (ESPI),,,,1770366945,29230,"Wissenschaft, Forschung und Technologie"
78998,Mitglied im Kammernetzwerk (ab 25.03.2025) ,,Evangelische Kirche in Deutschland (EKD),,,,1770366449,29229,"Gesellschaftspolitik, soziale Gruppen"
121837,Mitglied des Kreistages,,Landkreis Saalfeld-Rudolstadt,,,,1770202943,29229,Staat und Verwaltung
136080,Mitglied des Beirates (ab 07.01.2026),,Solbach-Freise-Stiftung für Zivilcourage,,,,1770202724,29230,"Gesellschaftspolitik, soziale Gruppen"
136080,Beisitzer des Vorstandes (ab 15.10.2025),,Deutsche Vereinigung für Parlamentsfragen e.V.,,,,1770202647,29230,"Staat und Verwaltung|Politisches Leben, Parteien"
130574,"Mitglied des Hauptausschusses, ehrenamtlich (ab 02.12.2025)",,Deutscher Verein für öffentliche und private Fürsorge e.V.,,,,1770202494,29230,"Gesellschaftspolitik, soziale Gruppen"
145874,"Rechtsanwalt - Mandant 76, Privatperson",Einkommen im Jahr 2026,Rechtsanwaltskanzlei Marc Henrichmann,1,2489.72,,1770202245,29647,Recht
175438,Vorsitzender des Vorstandes,,Forum Demokratische Linke 21 e.V.,,,,1770201381,29230,"Politisches Leben, Parteien"
175438,Mitglied des Rates (bis (05.11.2025),Einkommen im Jahr 2025,Stadt Moers,,221.9,,1770200737,29229,Staat und Verwaltung
175438,Mitglied des Rates (bis (05.11.2025),Einkommen ab 01.01.2025,Stadt Moers,,395.4,1,1770200694,29229,Staat und Verwaltung
175438,"Stellv. Mitglied des Aufsichtsrates, von Amts wegen (bis 05.11.2025)",,Wohnungsbau Stadt Moers GmbH,,,,1770200325,29228,"Raumordnung, Bau- und Wohnungswesen"
175438,"Stellv. Mitglied des Aufsichtsrates, von Amts wegen (bis 05.11.2025)",,Stadtbau Moers GmbH,,,,1770200183,29228,"Raumordnung, Bau- und Wohnungswesen"
175438,"Stellv. Mitglied des Aufsichtsrates, von Amts wegen (bis 05.11.2025)",,Schlosstheater Moers GmbH,,,,1770200089,29228,Kultur
175438,Mitglied des Aufsichtsrates (ab 12.11.2025),,Moers Kultur GmbH,,,,1770199963,29228,Kultur
175438,Rechtsanwalt,Einkommen im Jahr 2025,"TowaRA:Arbeitsrecht, Köln,",2,3570.0,,1770199799,29647,Recht
79465,Mitglied des Verwaltungsrates (ab 01.01.2026) ,,Kreditanstalt für Wiederaufbau (KfW),,,,1769804991,29229,"Öffentliche Finanzen, Steuern und Abgaben|Finanzen|Wirtschaft"
145877,Mitglied des Beirates (ab Januar 2026) ,,Deutsche Flugsicherung GmbH,,,,1769804663,29228,Verkehr
175907,Mitglied des Stiftungsrates (ab 01.01.2026) ,,Bundesstiftung Baukultur,,,,1769802853,29229,"Kultur|Raumordnung, Bau- und Wohnungswesen"
78976,"Stellv. Mitglied des Stiftungsrates, ehrenamtlich (ab 25.09.2025)",,Bundesstiftung Bauakademie,,,,1769802680,29230,"Kultur|Raumordnung, Bau- und Wohnungswesen"
78976,Mitglied des Aufsichtsrates,Einkommen im Jahr 2025,Siebendächer Baugenossenschaft eG,,89.55,,1769802538,29228,"Raumordnung, Bau- und Wohnungswesen"
121977,Stellv. Mitglied des Verwaltungsrates (ab 15.01.2026),,Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin),,,,1769802231,29229,"Öffentliche Finanzen, Steuern und Abgaben|Finanzen|Staat und Verwaltung"
175522,Mitglied des Politischen Beirates (ab 03.09.2025),,Wirtschaftsforum der SPD e.V.,,,,1769802083,29230,"Wirtschaft|Politisches Leben, Parteien"
175522,Mitglied des Beirates (ab 09.12.2025) ,,Stiftung Datenschutz,,,,1769802010,29230,"Medien, Kommunikation und Informationstechnik|Digitale Agenda|digitale Infrastruktur"
32337,Stellv. Mitglied des Beirates des Jobcenters Gera,,Agentur für Arbeit Gera,,,,1769801756,29229,Arbeit und Beschäftigung
32337,Mitglied des Aufsichtsrates (ab 07.04.2025) ,,Tauroggen Holding GmbH,,,,1769801619,29228,Finanzen
79116,Mitglied des Politischen Beirates (ab 13.11.2025),Einkommen im Jahr 2025,ROCKWOOL Beteiligungs GmbH,3,9520.0,,1769796716,29228,"Raumordnung, Bau- und Wohnungswesen"
79391,Mitglied des Kreistages,Einkommen im Jahr 2026,Landkreis Havelland,,30.0,,1769795980,29229,Staat und Verwaltung
175389,Mitglied des Kreditausschusses,Einkommen im Jahr 2026,Sparkasse Hannover,,300.0,,1769795734,29229,Finanzen
79237,Vorsitzender,,Verein zur Förderung des Feuerwehrwesens im Hochtaunuskreis,,,,1769795404,29230,"Gesellschaftspolitik, soziale Gruppen"
29490,"Vorsitzender des Aufsichtsrates, ehrenamtlich",,HAUS & GRUNDEIGENTUM Service GmbH,1,3000.0,,1769795207,29228,Wirtschaft
29490,"Vorsitzender des Aufsichtsrates, ehrenamtlich",Einkommen im Jahr 2025,HAUS & GRUNDEIGENTUM Medien GmbH,1,1500.0,,1769795079,29228,Medien|Wirtschaft
79147,Mitglied des Verwaltungsrates (ab 01.01.2026),,Kreditanstalt für Wiederaufbau (KfW),2,6955.0,2,1769794833,29229,"Öffentliche Finanzen, Steuern und Abgaben|Wirtschaft|Finanzen"
120254,Einsatz von Stipendiaten der Stiftung (Zuwendung fließt direkt an die Stipendiaten),Einkommen im Jahr 2025,Wilhelm und Else Heraeus-Stiftung,4,18000.0,,1769794430,29232,"Bildung und Erziehung|Wissenschaft, Forschung und Technologie"
175904,Geschäftsführender Gesellschafter,Einkommen im Jahr 2025,Küchen- und Granitvertriebsgesellschaft Schattner mbH,4,16807.0,,1769785711,29647,Wirtschaft
175904,Geschäftsführender Gesellschafter,Einkommen ab April 2025,Küchen- und Granitvertriebsgesellschaft Schattner mbH,1,2975.0,1,1769785653,29647,Wirtschaft
175904,Geschäftsführender Gesellschafter,Einkommen bis März 2025,Küchen- und Granitvertriebsgesellschaft Schattner mbH,1,3149.2,1,1769785520,29647,Wirtschaft
175904,Geschäftsführender Gesellschafter,,Küchen- und Granitvertriebsgesellschaft Schattner mbH,,,,1769785494,29647,Wirtschaft
175826,"Inhaber - WLS Bio Futter Süd GmbH, Mindelheim",Einkommen im Jahr 2025,Engelhardmühle Attenhofen,4,23532.58,,1769784332,29647,Landwirtschaft und Ernährung
175826,"Inhaber - Wertachtal-Werkstätten gemeinnützige GmbH, Kaufbeuren",Einkommen im Jahr 2025,Engelhardmühle Attenhofen,1,1135.0,,1769784332,29647,Landwirtschaft und Ernährung
175826,"Inhaber - Weißenhorner Molkerei GmbH, Weißenhorn",Einkommen im Jahr 2025,Engelhardmühle Attenhofen,1,1304.0,,1769784332,29647,Landwirtschaft und Ernährung
175826,"Inhaber - Unser Land GmbH, Esting",Einkommen im Jahr 2025,Engelhardmühle Attenhofen,6,63485.0,,1769784332,29647,Landwirtschaft und Ernährung
175826,"Inhaber - Ulrike Schlierer, Neu-Ulm",Einkommen im Jahr 2025,Engelhardmühle Attenhofen,1,2654.0,,1769784332,29647,Landwirtschaft und Ernährung
175826,"Inhaber - Strausser Hofladen, Gessertshausen-Döpishofen",Einkommen im Jahr 2025,Engelhardmühle Attenhofen,1,1692.0,,1769784332,29647,Landwirtschaft und Ernährung
175826,"Inhaber - Schapfenmühle GmbH & Co. KG, Ulm-Jungingen",Einkommen im Jahr 2025,Engelhardmühle Attenhofen,4,17216.0,,1769784332,29647,Landwirtschaft und Ernährung
175826,"Inhaber - Sabine Friedl, Niederrieden",Einkommen im Jahr 2025,Engelhardmühle Attenhofen,1,2570.0,,1769784332,29647,Landwirtschaft und Ernährung
175826,"Inhaber - Rainer Rauh, Kempten",Einkommen im Jahr 2025,Engelhardmühle Attenhofen,1,1527.0,,1769784332,29647,Landwirtschaft und Ernährung
