politician_id,job_title,job_title_extra,organization,income_level,income,interval,created,category,topics
79332,"Mitglied der Gesellschafterversammlung, ehrenamtlich",,Energieverbund Marienmünster Verwaltungs GmbH,,,,1766487988,29228,Energie|Wirtschaft
79332,"Mitglied der Gesellschafterversammlung, ehrenamtlich",,Energieverbund Marienmünster GmbH & Co.KG,,,,1766487853,29228,Energie|Wirtschaft
175876,Mitglied des Beirates (ab 07.10.2025),,DEval - Deutsches Evaluierungsinstitut der Entwicklungszusammenarbeit gemeinnützige GmbH,,,,1766421701,29228,"Außenpolitik und internationale Beziehungen|Außenwirtschaft|Entwicklungspolitik|Wissenschaft, Forschung und Technologie"
175876,Mitglied des Kuratoriums (ab 01.10.2025),,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,,,,1766421586,29228,Außenpolitik und internationale Beziehungen|Außenwirtschaft|Entwicklungspolitik
175876,Selbstständiger Dozent,,freiberuflich,,,,1766421473,29647,Bildung und Erziehung
175867,Mitglied des Stiftungsrates (ab 22.07.2025),,Stiftung Unabhängige Patientenberatung Deutschland (UPD),,,,1766420958,29230,Gesundheit
175867,Rechtsanwältin,,Rechtsanwältin,,,,1766420815,29647,Recht
78821,"Mitglied des Kuratoriums, ehrenamtlich, von Amts wegen",,Deutsche Bundesstiftung Umwelt (DBU),,,,1766419572,29230,"Gesellschaftspolitik, soziale Gruppen|Umwelt"
78821,Mitglied des Kuratoriums,Einkommen bis 05.05.2025,Deutsche Bundesstiftung Umwelt (DBU),1,1100.0,1,1766419498,29230,"Gesellschaftspolitik, soziale Gruppen|Umwelt"
78821,"Vorsitzender des Meeresnaturschutzausschusses, ehrenamtlich",,DBU Naturerbe GmbH,,,,1766419288,29228,Umwelt
78821,"Mitglied des Beirates und des Wirtschaftsausschusses, ehrenamtlich",,DBU Naturerbe GmbH,,,,1766419255,29228,Umwelt
145755,Mitglied des Kreistages,,Landkreis Görlitz,,,,1765975001,29229,Staat und Verwaltung
175436,Übernahme Reisekosten,Einkommen im Jahr 2025,Körber-Stiftung,2,6743.0,,1765974744,29232,Bildung und Erziehung
136025,Vorsitzende des Kreistages,Einkommen im Jahr 2025,Landkreis Northeim,,150.0,,1765974247,29229,Staat und Verwaltung
130480,Mitglied des Städteregionstages (bis 06.11.2025),Einkommen im Jahr 2025,StädteRegion Aachen,,100.92,,1765974017,29229,Staat und Verwaltung
79404,"Mitglied des Rates, ehrenamtlich (ab 31.10.2025)",,Agora Digitale Transformation gemeinnützige GmbH,,,,1765973468,29228,Digitale Agenda
79405,Einsatz eines Stipendiaten der Stiftung im Zeitraum 01.09.2025 bis 31.01.2026 (Zuwendung fließt direkt an den Stipendiaten),Einkommen im Jahr 2025,Wilhelm und Else Heraeus-Stiftung,4,18000.0,,1765973197,29232,"Bildung und Erziehung|Wissenschaft, Forschung und Technologie"
175596,Mitglied des politischen Beirates,,Wirtschaftsvereinigung der Grünen e.V.,,,,1765530720,29230,Wirtschaft
175596,Mitglied des Beirates,,Forum Ökologisch-Soziale Marktwirtschaft e.V. (FÖS),,,,1765530553,29230,Wirtschaft
175596,Mitglied des Politischen Beirates,,Berliner Steuergespräche e.V.,,,,1765530326,29230,"Öffentliche Finanzen, Steuern und Abgaben"
175596,Mitglied des Verwaltungsrates,,Kreditanstalt für Wiederaufbau (KfW),,,,1765530264,29229,"Öffentliche Finanzen, Steuern und Abgaben|Wirtschaft|Finanzen"
175596,Mitglied des Beirates „Making Sustainable Finance Work in Germany“ (ab 25.05.2025),,Climate & Company – The Berlin Institute for Climate Training and Research gemeinnützige GmbH,,,,1765530125,29228,Klima
78825,"Rechtsanwalt - Mandant 175, Privatkundenbereich",Einkommen im Jahr 2025,Rechtsanwalt - freiberuflich,1,3333.24,,1765529760,29647,Recht
78825,"Rechtsanwalt - Mandant 174, Privatkundenbereich",Einkommen im Jahr 2025,Rechtsanwalt - freiberuflich,1,2731.21,,1765529719,29647,Recht
78825,"Rechtsanwalt - Mandant 127, Privatkundenbereich",Einkommen im Jahr 2025,Rechtsanwalt - freiberuflich,1,1936.85,,1765529581,29647,Recht
79364,Mitglied des Aufsichtsrates (bis 11.07.2025),Einkommen im Jahr 2025,DB InfraGO AG (vormals DB Netz AG),3,8014.0,,1765529130,29228,Verkehr
130691,Mitglied des Kuratoriums (bis 23.01.2026),,Otto Benecke Stiftung e.V. (OBS),,,,1765377211,29230,"Migration und Aufenthaltsrecht|Gesellschaftspolitik, soziale Gruppen"
130691,"Mitglied des Kuratoriums, von Amts wegen (ab 22.07.2025)",,Internationale Journalisten-Programme e.V. (IJP),,,,1765377058,29230,"Bildung und Erziehung|Medien, Kommunikation und Informationstechnik"
130691,Mitglied des Präsidiums (ab 16.09.2025),,Help - Hilfe zur Selbsthilfe e.V.,,,,1765376307,29230,"Gesellschaftspolitik, soziale Gruppen|Soziale Sicherung"
130691,Mitglied des Präsidiums,,Förderverein Universität Duisburg-Essen e.V.,,,,1765376186,29230,"Bildung und Erziehung|Wissenschaft, Forschung und Technologie"
130691,Mitglied des Senats,,Deutsche Nationalstiftung,,,,1765376095,29230,Kultur
130691,"Mitglied des Kuratoriums, von Amts wegen (ab 30.07.2025)",,Deutsch-Israelisches Zukunftsforum (DIZF),,,,1765376000,29230,Außenpolitik und internationale Beziehungen
130691,"Mitglied des Stiftungsrates, von Amts wegen (ab 15.09.2025)",,"Stiftung Flucht, Vertreibung, Versöhnung",,,,1765375704,29229,"Gesellschaftspolitik, soziale Gruppen"
130691,"Mitglied des Komitees, von Amts wegen (ab 16.10.2025)",,Deutsches Nationalkomitee für Denkmalschutz (DNK),,,,1765375517,29229,Kultur
130691,Mitglied des Rundfunkrates (ab 04.06.2025),,Deutsche Welle,,,,1765375443,29229,"Medien, Kommunikation und Informationstechnik"
138463,Mitglied des Beirates (ab 25.06.2025),,Siebenpfeiffer Stiftung,,,,1765375063,29230,"Politisches Leben, Parteien"
138463,Mitglied des Kreistages und Kreisbeigeordneter,Einkommen im Jahr 2025,Saarpfalz Kreis,1,2640.0,,1765374744,29229,Staat und Verwaltung
138463,Mitglied des Kreistages und Kreisbeigeordneter,,Saarpfalz Kreis,,550.0,1,1765374624,29229,Staat und Verwaltung
31221,Beteiligung,,Trade Point Mobil GmbH (haftungsbeschränkt),,,,1765364574,29231,Wirtschaft
79097,"Mitglied des Vorstandes, ehrenamtlich (ab 28.11.2025)",,Lebenshilfe Landesverband Hamburg e.V.,,,,1765364421,29230,"Gesellschaftspolitik, soziale Gruppen|Soziale Sicherung"
138463,Mitglied des Aufsichtsrates (ab 01.09.2025),,Baugenossenschaft Saarland eG,,,,1765363985,29228,"Raumordnung, Bau- und Wohnungswesen"
175476,"Stellv. Vorsitzende des Verwaltungsrates, ehrenamtlich",,Zentrum für Europäischen Verbraucherschutz e.V.,,,,1765298097,29230,Recht|Europapolitik und Europäische Union|Verbraucherschutz
175476,"Mitglied des Verwaltungsrates, ehrenamtlich",,Zentrum für Europäischen Verbraucherschutz e.V.,,,,1765298045,29230,Recht|Europapolitik und Europäische Union|Verbraucherschutz
175476,"Mitglied des Vorstandes, ehrenamtlich (ab 03.06.2025)",,Trägerverein Netzwerk Berlin e.V.,,,,1765297974,29230,"Bildung und Erziehung|Gesellschaftspolitik, soziale Gruppen|Jugend"
78812,Mitglied des Stadtrates,Einkommen ab September 2025,Stadt Bayreuth,,899.0,1,1765296758,29229,Staat und Verwaltung
175394,Mitglied des Politischen Beirates (ab 01.09.2025),,Wirtschaftsforum der SPD e.V.,,,,1764939499,29230,"Politisches Leben, Parteien|Wirtschaft"
175394,Mitglied der Gesellschafterversammlung,,Klinikum Leer gemeinnützige GmbH,,,,1764939273,29228,Gesundheit
175394,Mitglied des Aufsichtsrates (ab 06.11.2025),Einkommen im Jahr 2025,DB InfraGO (vormals DB Station&Service AG),1,1935.52,,1764939099,29228,Verkehr
175394,Mitglied des Aufsichtsrates (bis 11.07.2025),,DB InfraGO (vormals DB Station&Service AG),,,,1764938968,29228,Verkehr
139271,Mitglied des Kuratoriums des Amateurmusikfonds (bis 15.06.2025),,Amateurmusikfonds beim Bundesmusikverband Chor und Orchester e.V.,,,,1764938211,29230,Kultur
145863,"Mitglied des Fachausschusses, von Amts wegen (ab 24.06.2025)",,Landwirtschaftliche Rentenbank,,,,1764937829,29229,"Landwirtschaft und Ernährung|Öffentliche Finanzen, Steuern und Abgaben"
145863,"Mitglied des Risikoausschusses, von Amts wegen (ab 24.06.2025)",,Landwirtschaftliche Rentenbank,,,,1764937804,29229,"Landwirtschaft und Ernährung|Öffentliche Finanzen, Steuern und Abgaben"
145863,"Mitglied des Prüfungsauschusses, von Amts wegen (ab 24.06.2025)",,Landwirtschaftliche Rentenbank,,,,1764937779,29229,"Landwirtschaft und Ernährung|Öffentliche Finanzen, Steuern und Abgaben"
145863,"Mitglied des Verwaltungsrates, von Amts wegen (ab 24.06.2025)",,Landwirtschaftliche Rentenbank,,,,1764937698,29229,"Landwirtschaft und Ernährung|Öffentliche Finanzen, Steuern und Abgaben"
175512,Mitglied des Vorstandes (bis 03.06.2025),,Trägerverein Netzwerk Berlin e.V.,,,,1764936746,29230,"Bildung und Erziehung|Gesellschaftspolitik, soziale Gruppen|Soziale Sicherung|Politisches Leben, Parteien"
175512,Mitglied des Verwaltungsrates (bis Mai 2025),,Kreditanstalt für Wiederaufbau (KfW),,,,1764936627,29229,"Finanzen|Öffentliche Finanzen, Steuern und Abgaben|Wirtschaft"
175512,Geschäftsführende Gesellschafterin (bis 01.07.2025),,Hubertz Beteiligungen GmbH,,,,1764936165,29647,Wirtschaft
175869,Beteiligung,,DREBERIS GmbH,,,,1764933173,29231,Wirtschaft|Außenwirtschaft
175869,Vorsitzender des Vorstandes,,DREBERIS Sp. z o.o.,,,,1764933082,29228,Wirtschaft|Außenwirtschaft
175869,Prokurist/Senior Expert,,DREBERIS GmbH,,592.75,1,1764932914,29647,Wirtschaft|Außenwirtschaft
31274,Mitglied des Verwaltungsrates,Einkommen im Jahr 2025,Erzgebirgssparkasse,,714.0,,1764932540,29229,Finanzen|Wirtschaft
175486,"Mitglied des Verwaltungsrates, von Amts wegen (ab 06.05.2025)",,Kreditanstalt für Wiederaufbau (KfW),,,,1764864179,29229,"Öffentliche Finanzen, Steuern und Abgaben|Wirtschaft|Finanzen"
145898,Mitglied des Allgemeinen Rates (ab 20.11.2025),,Katholische Akademie in Bayern,,,,1764844344,29230,Bildung und Erziehung
145876,"Sachkundiger Bürger, ehrenamtlich (ab 17.11.2025)",,Kreis Minden-Lübbecke,,,,1764844279,29229,"Staat und Verwaltung|Politisches Leben, Parteien"
133683,"Mitglied des Verwaltungsrates, ehrenamtlich (ab 01.09.2025)",,Bundesanstalt für Immobilienaufgaben (BImA),,,,1764844063,29229,"Raumordnung, Bau- und Wohnungswesen"
133683,"Mitglied des Verwaltungsrates, ehrenamtlich (ab 15.09.2025)",,Bundesanstalt für Finanzdienstleistungsaufsicht (BaFin),,,,1764843851,29229,"Öffentliche Finanzen, Steuern und Abgaben|Finanzen|Staat und Verwaltung"
133683,"Vizepräsidentin, ehrenamtlich (ab 15.11.2025)",,Bayerisches Rotes Kreuz,,,,1764843783,29229,Gesundheit
121017,"Mitglied des Beirats, ehrenamtlich",,Stiftung Schifffahrtsstandort Deutschland,,,,1764772904,29230,Verkehr|Kultur
145948,"Stellv. Mitglied des Kuratoriums, von Amts wegen (ab Juli 2025)",,Stiftung Haus der Geschichte der Bundesrepublik Deutschland,,,,1764771748,29230,Kultur
145948,"Mitglied des Fachausschusses Kultur, von Amts wegen (ab Juli 2025)",,Deutsche UNESCO-Kommission e.V.,,,,1764771682,29230,Kultur
146856,Stellv. Präsidentin (ab 21.11.2025),,Deutsches Rotes Kreuz Kreisverband Böblingen e.V.,,,,1764771405,29230,"Gesundheit|Gesellschaftspolitik, soziale Gruppen|Soziale Sicherung"
146856,Mitglied des Aufsichtsrates (ab 19.11.2025),,Deutscher Paritätischer Wohlfahrtsverband Baden-Württemberg e.V.,,,,1764771301,29230,"Gesellschaftspolitik, soziale Gruppen"
175389,Mitglied des Stiftungsrates (ab 29.09.2025),,Stiftung Wissenschaft und Politik (SWP),,,,1764771077,29230,"Wissenschaft, Forschung und Technologie|Politisches Leben, Parteien"
175389,"Mitglied des Kuratoriums, ehrenamtlich (ab 16.09.2025)",,Internationale Journalisten-Programme e.V. (IJP),,,,1764770992,29230,"Medien, Kommunikation und Informationstechnik|Bildung und Erziehung"
175389,Vorsitzender des Ortsvereins Nord-Ost Hannover (ab 17.05.2025),,Deutsches Rotes Kreuz Region Hannover e.V.,,,,1764770906,29230,"Gesellschaftspolitik, soziale Gruppen"
175389,Mitglied des Präsidiums (ab 18.09.2025),,Deutsche Gesellschaft für Auswärtige Politik e.V.,,,,1764770799,29230,Außenpolitik und internationale Beziehungen
175389,Mitglied des Kreditausschusses,Einkommen im Jahr 2025,Sparkasse Hannover,1,1200.0,,1764770740,29229,Finanzen
175389,Mitglied des Kreditausschusses,,Sparkasse Hannover,,250.0,1,1764770668,29229,Finanzen
175826,Stellv. Mitglied des Kuratoriums (ab 25.09.2025),,Stiftung Fonds zur Finanzierung der kerntechnischen Entsorgung (KENFO),,,,1764769359,29229,"Wissenschaft, Forschung und Technologie|Energie|Öffentliche Finanzen, Steuern und Abgaben"
175826,Gewerbetreibender in der Forstwirtschaft,,Gewerbetreibender - selbstständig,,,,1764769159,29647,Landwirtschaft und Ernährung
175916,Mitglied des Kreistages,,Landkreis Leipzig Land,,,,1764767185,29229,Staat und Verwaltung
79326,Vorsitzender (ab 21.11.2025),,Die Bundeswehr Hilft Kindern Weltweit e.V.,,,,1764761648,29230,"Gesellschaftspolitik, soziale Gruppen"
146839,"Mitglied des Politischen Beirates, ehrenamtlich (ab 03.09.2025)",,Wirtschaftsforum der SPD e.V.,,,,1764583419,29230,"Wirtschaft|Politisches Leben, Parteien"
146839,"Stellv. Vorsitzender, ehrenamtlich (ab 20.11.2025)",,Wirtschaftsclub der BayernSPD e.V.,,,,1764583297,29230,"Wirtschaft|Politisches Leben, Parteien"
146839,"Beisitzer im Präsidium, ehrenamtlich (ab 16.07.2025)",,DMB Mieterverein München e.V.,,,,1764583106,29230,"Raumordnung, Bau- und Wohnungswesen"
145817,Beteiligung,,SUSA-Vertriebs-GmbH + Co,,,,1764321405,29231,Wirtschaft
145817,"Mitglied des Kuratoriums, ehrenamtlich",,Stiftung Fonds zur Finanzierung der kerntechnischen Entsorgung (KENFO),,,,1764321266,29229,"Wissenschaft, Forschung und Technologie|Energie|Öffentliche Finanzen, Steuern und Abgaben"
78838,"Mitglied des Kuratoriums, ehrenamtlich",,Historische Stadt- und Wallraf-Bibliothek,,,,1764320224,29229,Kultur
79146,"Mitglied des Aufsichtsrates, ehrenamtlich, von Amts wegen (ab 11.11.2025)",,Zentrum für Internationale Friedenseinsätze gemeinnützige GmbH (ZIF),,,,1764319884,29228,Verteidigung|Außenpolitik und internationale Beziehungen
79237,"Erster Vorsitzender, ehrenamtlich",,Landakademie Weilrod e.V.,,,,1764319735,29230,Bildung und Erziehung
79237,"Beisitzer des Vorstandes, ehrenamtlich (ab 12.11.2025)",,Deutsche Afrika Stiftung e.V.,,,,1764319600,29230,Außenpolitik und internationale Beziehungen|Entwicklungspolitik|Migration und Aufenthaltsrecht|Außenwirtschaft
79237,"Stellv. Vorsitzender des Aufsichtsrates, ehrenamtlich (ab 11.11.2025)",,Zentrum für Internationale Friedenseinsätze gemeinnützige GmbH (ZIF),,,,1764319515,29228,Verteidigung|Außenpolitik und internationale Beziehungen
145867,Mitglied des Beirates (ab 25.08.2025),Einkommen im Jahr 2025,DUK Versorgungswerk e.V.,1,3500.0,,1764244543,29230,"Gesundheit|Öffentliche Finanzen, Steuern und Abgaben|Soziale Sicherung"
175877,"Mitglied des Beirates Deutsches Musikinformationszentrum (miz), ehrenamtlich (ab 15.07.2025)",,Deutscher Musikrat gemeinnützige GmbH,,,,1764240869,29228,Kultur
175836,Vorsitzende des Vorstandes (ab 09.11.2025),,Katholischer Arbeitskreis für Familienerholung e.V. (KAFE e.V.),,,,1764240700,29230,"Gesellschaftspolitik, soziale Gruppen|Familie|Soziale Sicherung"
175836,Vorsitzende des Vorstandes (ab 10.11.2025),,Bundesarbeitsgemeinschaft Familienerholung (BAG FE),,,,1764240607,29230,"Gesellschaftspolitik, soziale Gruppen|Familie"
79238,Immobilienmakler - Kunde CH,Einkommen im Jahr 2025,Immobilienmakler - selbständig,1,3363.2,,1764239879,29647,"Raumordnung, Bau- und Wohnungswesen"
79238,Immobilienmakler - Kunde DS,Einkommen im Jahr 2025,Immobilienmakler - selbständig,2,6680.0,,1764239855,29647,"Raumordnung, Bau- und Wohnungswesen"
79370,Mitglied des Beirates,Einkommen im Jahr 2025,TeamBank AG,1,1785.0,,1764235090,29228,"Öffentliche Finanzen, Steuern und Abgaben|Finanzen|Wirtschaft"
79014,"Mitglied des Verwaltungsrates, von Amts wegen (ab 06.05.2025)",,Kreditanstalt für Wiederaufbau (KfW),,,,1764234934,29229,"Öffentliche Finanzen, Steuern und Abgaben|Wirtschaft"
79014,Mitglied des Verwaltungsrates,,Deutschlandradio,,,,1764234865,29229,"Medien|Medien, Kommunikation und Informationstechnik"
79014,"Mitglied des Aufsichtsrates, von Amts wegen (bis 25.06.2025)",,Germany Trade and Invest (GTAI) - Gesellschaft für Außenwirtschaft und Standortmarketing mbH,,,,1764234702,29228,Wirtschaft|Außenwirtschaft
79465,"Vorsitzender des Beirates Finanzen, Steuern und Geld (ab 06.11.2025)",,Gesellschaft zum Studium strukturpolitischer Fragen e.V.,,,,1764234601,29230,"Politisches Leben, Parteien|Verkehr"
175923,Mitglied des Polizeibeirates,,Polizeidirektion Ost,,,,1764153013,29229,Innere Sicherheit
175923,Mitglied des Aufsichtsrates,,Uckermärkische Dienstleistungsgesellschaft mBH,,,,1764152774,29228,Umwelt
175877,"Mitglied des Stiftungsrates, ehrenamtlich (ab 15.09.2025)",,Bundesstiftung zur Aufarbeitung der SED-Diktatur,,,,1764152619,29229,"Staat und Verwaltung|Politisches Leben, Parteien"
175877,"Mitglied des Kuratoriums Amateurmusikfonds, ehrenamtlich (ab 15.07.2025)",,Amateurmusikfonds beim Bundesmusikverband Chor und Orchester e.V.,,,,1764152553,29230,Kultur
175877,"Mitglied des Stiftungsrates, ehrenamtlich (ab 24.11.2025)",,Stiftung Preußischer Kulturbesitz,,,,1764152433,29229,Kultur
175877,"Mitglied des Kuratoriums, ehrenamtlich (ab 24.06.2025)",,Stiftung Denkmal für die ermordeten Juden Europas,,,,1764152375,29229,"Kultur|Gesellschaftspolitik, soziale Gruppen"
146117,"Mitglied des Beirates Deutsches Musikinformationszentrum (miz), ehrenamtlich (ab 15.07.2025)",,Deutscher Musikrat gemeinnützige GmbH,,,,1764152170,29228,Kultur
175871,"Stellv. Vorsitzender, ehrenamtlich (ab 15.10.2025)",,Deutsche Vereinigung für Parlamentsfragen e.V.,,,,1764152001,29230,"Staat und Verwaltung|Politisches Leben, Parteien"
175871,"Stellv. Mitglied des Kuratoriums, ehrenamtlich (ab 15.10.2025)",,Stiftung Forum Recht,,,,1764151925,29229,Recht
146804,"Stellv. Mitglied des Kuratoriums, ehrenamtlich (ab 24.06.2025)",,Bundesstiftung Magnus Hirschfeld,,,,1764151299,29230,"Kultur|Gesellschaftspolitik, soziale Gruppen"
146804,Mitglied des Kuratoriums (ab 09.09.2025),,Amateurmusikfonds beim Bundesmusikverband Chor und Orchester e.V.,,,,1764151164,29230,Kultur
29490,Stellv. Vorsitzender (ab 03.06.2025),,Verein zur Förderung der Arbeit des Parlamentskreises Mittelstand e.V.,,,,1764151067,29230,"Wirtschaft|Politisches Leben, Parteien"
146804,"Mitglied des Stiftungsrates, ehrenamtlich (ab 24.06.2025)",,"Stiftung Flucht, Vertreibung, Versöhnung",,,,1764150973,29229,"Gesellschaftspolitik, soziale Gruppen"
146804,"Stellv. Mitglied des Stiftungsrates, ehrenamtlich",,Stiftung Orte der deutschen Demokratiegeschichte,,,,1764150871,29229,"Kultur|Deutsche Einheit / Innerdeutsche Beziehungen (bis 1990)|Gesellschaftspolitik, soziale Gruppen"
146804,"Mitglied des Stiftungsrates, ehrenamtlich",,Kulturstiftung des Bundes,,,,1764150822,29229,Kultur
29490,Stellv. Vorsitzender des Aufsichtsrates (ab 11.07.2025),,neoshare AG,,,,1764150578,29228,"Wissenschaft, Forschung und Technologie|Wirtschaft"
146804,Mitglied des Rundfunkrates,,Deutsche Welle,,534.96,1,1764150470,29229,"Medien, Kommunikation und Informationstechnik|Medien"
146804,"Mitglied des Verwaltungsrates, ehrenamtlich",,Deutsche Nationalbibliothek,,,,1764150386,29229,Kultur
78881,"Mitglied des Kuratoriums, ehrenamtlich",,Stiftung „daHeim im Leben“,,,,1764150047,29230,"Gesellschaftspolitik, soziale Gruppen"
146804,"Mitglied des Beirates Deutsches Musikinformationszentrum (miz), ehrenamtlich",,Deutscher Musikrat gemeinnützige GmbH,,,,1764149685,29228,Kultur
146780,"Mitglied des Aufsichtsrates, ehrenamtlich (ab 02.09.2025)",,Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ) GmbH,,,,1764149563,29228,Außenpolitik und internationale Beziehungen|Außenwirtschaft
146780,"Vizepräsidentin, ehrenamtlich (ab 05.11.2025)",,Deutsche Atlantische Gesellschaft e.V.,,,,1764149467,29230,Außenpolitik und internationale Beziehungen
145890,Mitglied des Regionalen Kuratoriums der Universität Koblenz und der Hochschule Koblenz,,Universität Koblenz,,,,1764149247,29229,"Bildung und Erziehung|Wissenschaft, Forschung und Technologie"
79194,Mitglied des Kuratoriums,,Stiftung St. Zeno Kirchseeon,,,,1764149190,29230,"Gesellschaftspolitik, soziale Gruppen"
145890,Mitglied des Stadtrates,Einkommen im Jahr 2025,Stadt Koblenz,,60.0,,1764149199,29229,Staat und Verwaltung
79194,Stellv. Mitglied des Kuratoriums (ab 07.07.2025),,Stiftung Haus der Geschichte der Bundesrepublik Deutschland,,,,1764149076,29230,"Kultur|Politisches Leben, Parteien"
146117,Mitglied des Beirates für Menschen mit Behinderung,,Bundesarbeitsgemeinschaft Inklusionsfirmen e.V.,,,,1764149046,29230,"Wirtschaft|Gesellschaftspolitik, soziale Gruppen"
79194,Mitglied des Beirates,,Energy and Climate Policy and Innovation Council (EPICO) e.V.,,,,1764148995,29230,Energie|Umwelt
146117,Mitglied des Kleingartenbeirates,,Stadt Leipzig,,,,1764148994,29229,Staat und Verwaltung
146117,Mitglied des Beirates für Menschen mit Behinderung,,Stadt Leipzig,,,,1764148979,29229,Staat und Verwaltung
79194,Mitglied des Parlamentarischen Beirates,,Deutsche Unternehmensinitiative Energieeffizienz e.V. (DENEFF),,,,1764148927,29230,Energie|Wirtschaft
146117,Vorsitzender des Finanzausschusses,,Stadt Leipzig,,,,1764148956,29229,Staat und Verwaltung
146117,"Mitglied des Stadtrates, ehrenamtlich",,Stadt Leipzig,,612.5,1,1764148883,29229,Staat und Verwaltung
79194,Mitglied des Expertengremiums ESG,,Versicherungskammer Bayern,2,4000.0,2,1764148690,29228,Recht
145860,Mitglied des Stiftungsrates (ab 01.11.2025),,Deutsche Stiftung für Engagement und Ehrenamt (DSEE),,,,1764148420,29230,"Gesellschaftspolitik, soziale Gruppen"
79214,Mitglied des Kreistages,Einkommen im Jahr 2025,Landkreis Donau-Ries,,565.0,,1764148273,29229,Staat und Verwaltung
